px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
100.058	16.9845	1.09641	-0.35643	0.1506	100.441	16.9521	100.117	17.0001	0.944242	-0.512134	1.87
101.186	16.5376	1.53889	-0.204116	0.152107	101.204	16.5368	101.065	16.497	0.991362	-0.513687	0.248703
101.157	16.5311	1.29044	-0.307201	0.0465477	101.169	16.4353	101.065	16.497	0.991362	-0.513687	0.36416
102.371	16.3888	1.54134	0.107046	0.247075	102.387	16.3992	102.063	15.9949	1.04911	-0.512803	0.309866
102.287	16.3798	1.1961	0.0640468	0.218794	102.081	15.8359	102.063	15.9949	1.04911	-0.512803	1.50941
103.013	15.4111	0.862343	-1.21043	-0.591379	103.003	15.353	103.119	15.4967	1.11708	-0.508169	3.08702
102.964	15.4822	1.21643	-0.627467	-0.00783106	102.776	15.1195	103.119	15.4967	1.11708	-0.508169	3.47034
104.086	15.2426	1.2936	0.0273298	0.370707	104.114	15.2708	104.244	15.0064	1.19469	-0.498349	1.0319
104.041	15.2348	1.27294	-0.013384	0.347755	103.905	14.7607	104.244	15.0064	1.19469	-0.498349	0.578292
105.526	14.4817	1.75943	-0.830898	-0.313113	105.541	14.4412	105.447	14.5293	1.28111	-0.481861	1.9724
105.477	14.4884	1.81529	-0.727564	-0.202509	105.316	14.0026	105.447	14.5293	1.28111	-0.481861	0.776877
106.816	14.0268	1.41593	-0.301932	0.169081	106.831	14.0482	106.737	14.0724	1.37529	-0.457255	1.023
106.765	14.01	1.53385	-0.304608	0.196807	106.439	14.2401	106.737	14.0724	1.37529	-0.457255	1.26327
108.079	13.6597	1.64595	-0.0796142	0.21369	108.084	13.6604	108.122	13.644	1.47592	-0.423202	0.0216503
108.088	13.6609	1.64615	-0.0773701	0.214007	108.131	13.6844	108.122	13.644	1.47592	-0.423202	0.0281751
109.531	13.5729	1.75403	0.070501	0.176044	109.534	13.5714	109.606	13.2536	1.58144	-0.378583	0.0229752
109.49	13.5674	1.60823	0.0555753	0.16535	109.388	13.1556	109.606	13.2536	1.58144	-0.378583	0.376372
111.056	12.618	1.76568	-0.985845	-0.523891	111.063	12.5814	111.196	12.9118	1.69008	-0.322574	1.96373
111.14	12.6778	2.2404	-0.631943	-0.114308	111.426	12.9557	111.196	12.9118	1.69008	-0.322574	2.65503
112.902	12.4631	1.60642	-0.0532004	0.306091	112.913	12.4877	112.893	12.6299	1.7999	-0.254723	1.46554
112.903	12.4525	1.78746	-0.0404131	0.322969	112.797	12.8241	112.893	12.6299	1.7999	-0.254723	0.230815
114.786	12.5493	2.17446	0.234108	0.291559	114.801	12.5506	114.699	12.4195	1.90891	-0.175007	0.269915
114.8	12.5528	2.0159	0.230812	0.296665	114.916	12.3187	114.699	12.4195	1.90891	-0.175007	0.180789
116.677	12.1249	2.01507	-0.401803	-0.243094	116.687	12.1035	116.611	12.2921	2.01507	-0.0838683	1.21671
116.717	12.1401	2.34493	-0.315962	-0.14325	116.871	12.0659	116.611	12.2921	2.01507	-0.0838683	0.543069
118.937	11.9908	2.50162	0.0831298	0.187323	118.953	12.0009	118.628	12.2586	2.11648	0.0177712	0.630252
118.922	11.9938	2.31348	0.0861998	0.189732	118.85	12.4063	118.628	12.2586	2.11648	0.0177712	0.119457
120.699	12.2927	2.20844	0.269168	0.185906	120.695	12.2918	120.743	12.3289	2.21139	0.128528	0.0244202
120.744	12.2965	2.29919	0.266394	0.181436	120.934	12.1905	120.743	12.3289	2.21139	0.128528	0.454968
123.535	12.8308	3.08377	0.036358	-0.0720779	123.568	12.8297	122.95	12.5114	2.29835	0.246599	1.55873
123.449	12.8169	2.62391	0.0171054	-0.0956747	123.142	12.7694	122.95	12.5114	2.29835	0.246599	1.75268
124.911	12.7743	2.13801	-0.0769638	-0.095221	124.894	12.7743	125.242	12.8125	2.37624	0.369827	0.558152
125.013	12.7875	2.63355	-0.0540199	-0.0621811	125.376	12.9964	125.242	12.8125	2.37624	0.369827	2.4193
127.834	13.3154	3.04496	0.440831	0.27879	127.853	13.3273	127.609	13.2365	2.44434	0.495787	0.966187
127.765	13.3111	2.88405	0.450244	0.299633	127.506	13.153	127.609	13.2365	2.44434	0.495787	1.07633
129.949	13.7103	2.4765	0.187493	-0.0433931	129.947	13.6963	130.042	13.7853	2.50232	0.621879	0.649869
130.025	13.7177	2.52954	0.167356	-0.0563068	130.334	13.781	130.042	13.7853	2.50232	0.621879	1.36262
132.093	14.4995	2.55326	0.430611	0.14088	132.092	14.507	132.53	14.458	2.55028	0.74543	0.15601
132.163	14.5033	2.80149	0.399354	0.0993876	132.447	14.3423	132.53	14.458	2.55028	0.74543	1.07857
135.05	15.0506	3.21108	-0.0037783	-0.212691	135.074	15.0475	135.066	15.2513	2.58865	0.863795	0.924424
135.049	15.0432	2.86971	-0.0334404	-0.250846	135.127	14.6575	135.066	15.2513	2.58865	0.863795	0.292329
137.558	16.1939	2.80621	0.697029	0.356575	137.561	16.2147	137.639	16.1592	2.61821	0.974442	1.48293
137.588	16.1825	3.2587	0.58456	0.199563	137.653	16.5145	137.639	16.1592	2.61821	0.974442	0.574334
140.324	17.0189	2.97158	0.204494	-0.168816	140.331	17.008	140.242	17.1733	2.63994	1.07503	0.713361
140.333	17.021	3.00072	0.201932	-0.17124	140.305	17.5379	140.242	17.1733	2.63994	1.07503	0.0332966
142.888	17.9837	3.07668	0.409091	0.067001	142.888	17.9918	142.868	18.2829	2.65497	1.16346	0.229923
142.842	17.9775	3.07735	0.405768	0.0617506	142.626	18.1458	142.868	18.2829	2.65497	1.16346	0.519655
145.386	19.161	3.21126	0.413742	0.0273806	145.392	19.1617	145.51	19.4754	2.66445	1.23795	0.0464107
145.467	19.1721	3.19638	0.409133	0.0348979	145.789	19.3785	145.51	19.4754	2.66445	1.23795	1.65558
148.241	20.4729	3.46494	0.404917	0.00925279	148.251	20.4754	148.163	20.7364	2.66951	1.29702	0.159927
148.227	20.4736	3.14806	0.44828	0.0760399	148.146	20.9376	148.163	20.7364	2.66951	1.29702	0.234841
150.681	22.1101	3.35154	0.626207	0.138935	150.686	22.1142	150.825	22.0502	2.67111	1.33953	0.0794871
150.67	22.1064	3.44113	0.604332	0.101499	150.649	21.8148	150.825	22.0502	2.67111	1.33953	0.0807342
153.414	23.4939	3.41188	0.388802	-0.0981103	153.422	23.4909	153.491	23.3999	2.66999	1.3647	0.230023
153.399	23.4888	3.14764	0.430895	-0.0384862	153.466	22.9115	153.491	23.3999	2.66999	1.3647	0.20783
156.041	24.8059	3.33166	0.421811	-0.0200134	156.047	24.8084	156.159	24.7682	2.66666	1.37208	0.0684538
156.035	24.8078	3.0067	0.462339	0.0428528	156.009	25.0678	156.159	24.7682	2.66666	1.37208	0.224477
158.886	26.0281	3.44066	0.308187	-0.082595	158.905	26.0308	158.827	26.1372	2.66127	1.36157	0.5094
158.91	26.0318	3.26896	0.316214	-0.0638775	159.014	26.1903	158.827	26.1372	2.66127	1.36157	0.292388
161.414	27.4203	3.29476	0.557081	0.125786	161.412	27.4256	161.493	27.4891	2.65371	1.33344	0.148177
161.447	27.4291	3.1563	0.581652	0.165666	161.529	27.8454	161.493	27.4891	2.65371	1.33344	0.359961
163.627	28.7739	2.95638	0.540706	0.0366305	163.625	28.7683	164.155	28.8064	2.64354	1.28825	0.103823
163.738	28.7931	3.09292	0.509194	0.00915163	164.116	29.315	164.155	28.8064	2.64354	1.28825	2.98013
166.801	30.2001	3.73196	0.31203	-0.123003	166.828	30.2062	166.809	30.0721	2.63006	1.22694	0.977392
166.76	30.1903	3.18455	0.363445	-0.0517529	166.748	29.7121	166.809	30.0721	2.63006	1.22694	0.843093
169.102	31.3696	3.11383	0.471663	0.0482962	169.097	31.3717	169.452	31.2706	2.61238	1.15075	0.0625236
169.124	31.3739	3.06307	0.476489	0.058241	169.345	30.7063	169.452	31.2706	2.61238	1.15075	0.153819
172.154	32.3403	3.46962	0.141253	-0.190713	172.175	32.3404	172.079	32.3873	2.58945	1.06126	0.760384
172.154	32.3353	3.09272	0.128397	-0.207341	172.135	32.6666	172.079	32.3873	2.58945	1.06126	0.333052
174.645	33.4496	3.04335	0.553085	0.186341	174.643	33.4625	174.685	33.4095	2.56021	0.960341	0.627101
174.629	33.4483	2.96353	0.56358	0.201639	174.474	33.9157	174.685	33.4095	2.56021	0.960341	0.0731367
177.025	34.2113	2.74585	0.235848	-0.132303	177.03	34.2009	177.261	34.3262	2.52363	0.850119	0.518582
177.044	34.213	2.67052	0.229426	-0.135332	177.211	33.8467	177.261	34.3262	2.52363	0.850119	0.142973
180.124	35.1335	3.31989	0.33923	0.0179391	180.145	35.1423	179.799	35.1289	2.47883	0.732949	1.03953
180.018	35.1178	2.79924	0.383436	0.0733995	179.543	35.4767	179.799	35.1289	2.47883	0.732949	2.65164
182.589	35.7571	2.9657	0.129311	-0.129454	182.599	35.753	182.292	35.8114	2.42515	0.611338	0.259565
182.502	35.738	2.65369	0.132021	-0.134176	182.047	36.2626	182.292	35.8114	2.42515	0.611338	1.81474
184.731	36.5052	2.68143	0.433073	0.134475	184.732	36.5155	184.73	36.37	2.36226	0.487877	0.293231
184.733	36.509	2.46308	0.461017	0.169754	184.833	36.1451	184.73	36.37	2.36226	0.487877	0.102978
186.935	36.9503	2.49601	0.0646268	-0.179966	186.946	36.9404	187.103	36.804	2.29017	0.365145	0.545097
187.002	36.9636	2.56528	0.0479163	-0.190145	187.296	36.9375	187.103	36.804	2.29017	0.365145	1.10623
189.456	37.3955	2.77914	0.26223	0.0587482	189.465	37.4052	189.401	37.1147	2.20928	0.245623	0.36453
189.486	37.4044	2.4515	0.297048	0.0902799	189.738	36.951	189.401	37.1147	2.20928	0.245623	0.5667
191.728	37.5725	2.53395	-0.0570336	-0.182425	191.735	37.5631	191.615	37.3064	2.12037	0.131591	0.320777
191.701	37.5637	2.35081	-0.075033	-0.207808	191.682	37.1147	191.615	37.3064	2.12037	0.131591	0.215444
193.477	37.2769	2.17643	-0.213923	-0.16686	193.471	37.2789	193.738	37.3853	2.02462	0.0250452	0.055147
193.499	37.2819	2.25089	-0.201166	-0.150581	193.555	37.4234	193.738	37.3853	2.02462	0.0250452	0.107094
195.963	37.3882	2.74809	0.244115	0.213576	195.991	37.3991	195.762	37.3598	1.92349	-0.072386	1.27474
195.861	37.3832	2.14214	0.2473	0.230108	195.507	37.4891	195.762	37.3598	1.92349	-0.072386	2.44223
197.719	37.7348	2.22666	0.190678	0.0580812	197.725	37.7285	197.683	37.2395	1.81869	-0.159495	0.129896
197.675	37.7256	2.03828	0.186023	0.0549403	197.582	37.303	197.683	37.2395	1.81869	-0.159495	0.464985
199.296	37.3049	1.861	-0.407419	-0.330714	199.294	37.2862	199.497	37.0353	1.71212	-0.235529	0.675498
199.311	37.3114	1.96889	-0.382017	-0.297611	199.356	37.3527	199.497	37.0353	1.71212	-0.235529	0.0658263
201.513	36.9886	2.51772	0.00168743	0.121714	201.549	36.9973	201.203	36.7587	1.6057	-0.300201	1.64697
201.394	36.9807	1.95115	-0.0876493	0.0255793	200.932	37.4694	201.203	36.7587	1.6057	-0.300201	2.99673
202.965	36.4644	1.95716	-0.344623	-0.14072	202.962	36.4568	202.801	36.4212	1.50137	-0.353671	0.114711
202.925	36.4521	1.71449	-0.406146	-0.215963	202.65	37.2445	202.801	36.4212	1.50137	-0.353671	0.402945
203.998	36.1825	1.24043	-0.250076	-0.00232022	203.991	36.1967	204.294	36.0343	1.40095	-0.396497	0.393973
203.989	36.1719	1.53284	-0.203749	0.0666892	203.809	36.2941	204.294	36.0343	1.40095	-0.396497	0.702881
